Post_ID,Timestamp,Platform,Content_Type,Category,Likes,Comments,Shares,Views,Saves,Follower_Count,Engagement_Rate,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Influencer_Tier,Has_Media,Is_Verified,Platform_Code,Content_Type_Code
POST_03862,2025-02-20 08:07:00,Facebook,Post,Fitness,4896,264,859,79501,521,0.6675539585636688,1.8,0.34782608695652173,Thursday,11,0.3392137096774193,Neutral,Macro,True,False,0,8
POST_03374,2025-02-20 11:42:00,LinkedIn,Article,Fashion,1934,104,379,4291,226,0.8356146549375892,0.58,0.4782608695652174,Thursday,4,0.3946572580645161,Positive,Macro,True,False,2,0
POST_03795,2025-02-20 14:05:00,Instagram,Story,Fitness,7271,139,152,34391,243,0.3323078402153536,4.54,0.6086956521739131,Thursday,23,0.6401209677419355,Positive,Macro,True,True,1,13
POST_03240,2025-02-21 03:48:00,Facebook,Video,Food,4204,383,577,16888,289,0.1689379736896922,6.08,0.13043478260869565,Friday,6,0.00504032258064516,Positive,Mid-tier,False,True,0,16
POST_00528,2025-02-21 08:02:00,Twitter,Thread,Food,380,88,720,5314,410,0.7931948917624062,0.3,0.34782608695652173,Friday,27,0.892641129032258,Positive,Macro,True,False,4,14
POST_03250,2025-02-21 09:54:00,Facebook,Post,Fitness,7438,232,906,6578,251,0.3536409011520774,4.84,0.3913043478260869,Friday,23,0.6799395161290323,Neutral,Macro,True,True,0,8
POST_03790,2025-02-21 20:14:00,YouTube,Live,Gaming,13015,258,950,580224,1622,0.944140668813793,3.01,0.8695652173913043,Friday,28,0.04485887096774193,Positive,Macro,True,False,5,5
POST_03727,2025-02-22 03:07:00,Instagram,Reel,Technology,4403,283,222,35873,500,0.3869834479001426,2.53,0.13043478260869565,Saturday,8,0.24495967741935482,Neutral,Macro,True,False,1,9
POST_03387,2025-02-22 08:55:00,Instagram,Photo,Entertainment,5594,46,210,19398,941,0.6629752920251888,1.76,0.34782608695652173,Saturday,8,0.6184475806451613,Neutral,Macro,True,False,1,6
POST_04244,2025-02-22 14:40:00,Facebook,Story,Lifestyle,6700,24,349,23904,770,0.3657104744508004,3.86,0.6086956521739131,Saturday,26,0.563508064516129,Neutral,Macro,False,True,0,13
POST_01219,2025-02-22 21:31:00,LinkedIn,Document,Fashion,440,123,487,13682,88,0.5544592927302153,0.38,0.9130434782608695,Saturday,19,0.12600806451612903,Neutral,Macro,True,False,2,3
POST_01878,2025-02-23 03:16:00,Facebook,Post,Entertainment,7695,271,488,18204,330,0.8584979730487591,1.97,0.13043478260869565,Sunday,10,0.3876008064516129,Positive,Macro,True,False,0,8
POST_03749,2025-02-23 12:14:00,Twitter,Poll,Technology,1958,148,368,16958,257,0.7477587367206654,0.66,0.5217391304347826,Sunday,22,0.35887096774193544,Positive,Macro,True,True,4,7
POST_03658,2025-02-23 14:54:00,Facebook,Story,Sports,1565,148,94,57000,146,0.27240261821211686,1.32,0.6086956521739131,Sunday,19,0.026713709677419352,Positive,Macro,False,False,0,13
POST_00831,2025-02-23 18:04:00,Instagram,Photo,Education,4517,117,253,25014,350,0.7449466423112052,1.31,0.7826086956521738,Sunday,13,0.17741935483870966,Neutral,Macro,False,True,1,6
POST_03153,2025-02-23 20:58:00,LinkedIn,Post,Travel,1289,62,310,26728,180,0.00947980259257479,31.48,0.8695652173913043,Sunday,5,0.5025201612903225,Positive,Nano,True,True,2,8
POST_02090,2025-02-24 00:15:00,Twitter,Thread,Technology,2914,171,769,6465,464,0.9482666762806647,0.81,0.0,Monday,23,0.6255040322580645,Positive,Macro,True,True,4,14
POST_00435,2025-02-24 01:20:00,Instagram,Carousel,Gaming,1611,266,145,22063,877,0.09709336794372608,4.12,0.043478260869565216,Monday,17,0.15473790322580644,Neutral,Micro,True,True,1,1
POST_03894,2025-02-24 07:55:00,Twitter,Tweet,Health,1838,106,1203,19725,372,0.46217692960951146,1.36,0.30434782608695654,Monday,15,0.5519153225806451,Positive,Macro,True,False,4,15
POST_01653,2025-02-24 08:24:00,Twitter,Tweet,Sports,2722,198,480,98504,399,0.8329387588328607,0.82,0.34782608695652173,Monday,3,0.7878024193548386,Positive,Macro,True,True,4,15
POST_04855,2025-02-24 11:22:00,Facebook,Post,Health,5896,364,660,72555,93,0.17162989312438914,8.02,0.4782608695652174,Monday,6,0.6229838709677419,Negative,Mid-tier,True,False,0,8
POST_00925,2025-02-24 16:49:00,Twitter,Retweet,Sports,2735,179,1886,17007,422,0.28175623708119024,3.4,0.6956521739130435,Monday,2,0.5529233870967741,Negative,Macro,True,True,4,10
POST_01324,2025-02-25 01:17:00,Instagram,Photo,Food,2830,220,232,2952,178,0.7075882484898013,0.93,0.043478260869565216,Tuesday,18,0.8840725806451613,Neutral,Macro,True,False,1,6
POST_03709,2025-02-25 02:05:00,Twitter,Retweet,Business,1414,34,753,68957,340,0.6409211812398854,0.69,0.08695652173913043,Tuesday,12,0.5131048387096774,Positive,Macro,True,False,4,10
POST_02256,2025-02-25 03:22:00,Facebook,Live,Fashion,2957,285,820,56369,546,0.5519977086638146,1.47,0.13043478260869565,Tuesday,3,0.16532258064516128,Positive,Macro,True,False,0,5
POST_04868,2025-02-25 03:31:00,Instagram,Reel,Travel,5137,447,229,5343,155,0.5595326795814707,2.08,0.13043478260869565,Tuesday,22,0.21370967741935482,Positive,Macro,True,False,1,9
POST_01834,2025-02-25 14:02:00,LinkedIn,Poll,Sports,1342,91,116,12649,61,0.5976702078225897,0.52,0.6086956521739131,Tuesday,28,0.4642137096774193,Neutral,Macro,False,False,2,7
POST_04718,2025-02-25 23:21:00,YouTube,Community Post,Education,6643,244,1557,857878,3837,0.9379616721947156,1.8,1.0,Tuesday,16,0.14264112903225806,Positive,Macro,True,False,5,2
POST_00175,2025-02-26 00:11:00,Facebook,Video,Gaming,5709,381,82,12605,292,0.8316088224454807,1.48,0.0,Wednesday,25,0.10383064516129031,Neutral,Macro,True,False,0,16
POST_03007,2025-02-26 06:24:00,YouTube,Community Post,Travel,3395,622,241,830984,4194,0.5434933262830682,1.57,0.2608695652173913,Wednesday,27,0.37298387096774194,Neutral,Macro,False,False,5,2
POST_03357,2025-02-26 08:52:00,LinkedIn,Post,Lifestyle,1005,6,284,7204,204,0.468029450880482,0.55,0.34782608695652173,Wednesday,2,0.9168346774193548,Positive,Macro,True,True,2,8
POST_03409,2025-02-26 10:45:00,Instagram,Photo,Education,1124,331,41,4774,560,0.27595178580012497,1.08,0.43478260869565216,Wednesday,15,0.6633064516129032,Positive,Macro,True,True,1,6
POST_02851,2025-02-26 12:15:00,LinkedIn,Article,Gaming,1613,16,486,21641,296,0.17875827204409622,2.36,0.5217391304347826,Wednesday,16,0.6567540322580645,Positive,Mid-tier,True,False,2,0
POST_01073,2025-02-26 13:35:00,Instagram,Carousel,Fashion,6406,163,101,2352,121,0.32173043951994107,4.14,0.5652173913043478,Wednesday,9,0.53125,Positive,Macro,True,False,1,1
POST_01900,2025-02-26 19:44:00,TikTok,Duet,Business,34628,1876,4027,359052,2725,0.4224951529426846,19.17,0.8260869565217391,Wednesday,7,0.16028225806451613,Negative,Macro,True,False,3,4
POST_00924,2025-02-26 22:13:00,TikTok,Duet,Education,27526,906,1943,160964,1938,0.35527528080885773,17.07,0.9565217391304348,Wednesday,14,0.19002016129032256,Negative,Macro,True,False,3,4
POST_02660,2025-02-27 01:21:00,LinkedIn,Document,Travel,1154,80,207,11304,160,0.1736227947892131,1.65,0.043478260869565216,Thursday,22,0.06149193548387096,Positive,Mid-tier,False,True,2,3
POST_01098,2025-02-27 01:36:00,Instagram,Story,Sports,7755,463,25,33246,787,0.4331546732041853,3.8,0.043478260869565216,Thursday,29,0.27368951612903225,Positive,Macro,False,False,1,13
POST_02275,2025-02-27 05:11:00,YouTube,Live,Travel,2324,190,600,323775,2500,0.7306818728068069,0.85,0.21739130434782608,Thursday,21,0.04838709677419355,Neutral,Macro,True,False,5,5
POST_00958,2025-02-27 10:45:00,Instagram,Story,Fitness,9071,348,153,15734,374,0.028896072681824737,63.94,0.43478260869565216,Thursday,2,0.670866935483871,Positive,Micro,True,False,1,13
POST_01187,2025-02-27 12:49:00,LinkedIn,Document,Education,1873,128,46,16077,239,0.2514561201108814,1.62,0.5217391304347826,Thursday,13,0.7046370967741935,Neutral,Macro,True,False,2,3
POST_02642,2025-02-27 16:13:00,Instagram,Photo,Entertainment,3458,142,83,47227,803,0.5918337098815877,1.24,0.6956521739130435,Thursday,14,0.705141129032258,Neutral,Macro,True,True,1,6
POST_03824,2025-02-27 17:57:00,Twitter,Tweet,Fitness,996,69,530,19973,114,0.7800036853658928,0.41,0.7391304347826086,Thursday,13,0.469758064516129,Neutral,Macro,False,False,4,15
POST_04271,2025-02-27 21:12:00,Facebook,Post,Fashion,3409,65,764,24817,660,0.6941286513163166,1.22,0.9130434782608695,Thursday,27,0.7399193548387096,Positive,Macro,True,False,0,8
POST_02676,2025-02-27 23:03:00,Twitter,Tweet,Gaming,2377,275,1567,14127,394,0.9891301735326636,0.85,1.0,Thursday,20,0.3482862903225806,Neutral,Macro,True,False,4,15
POST_04883,2025-02-28 01:00:00,TikTok,Video,Fitness,18161,1249,3032,122700,2750,0.02387476165296672,180.07,0.043478260869565216,Friday,12,0.28024193548387094,Neutral,Micro,True,True,3,16
POST_01883,2025-02-28 01:59:00,Facebook,Story,Travel,5041,368,86,47772,335,0.15020870387283888,7.27,0.043478260869565216,Friday,5,0.16834677419354838,Positive,Mid-tier,False,False,0,13
POST_01648,2025-02-28 04:09:00,TikTok,Stitch,Technology,41704,1595,2155,354084,1697,0.054174878623275496,164.74,0.17391304347826086,Friday,26,0.20262096774193547,Neutral,Micro,True,False,3,12
POST_03147,2025-02-28 04:53:00,TikTok,Video,Technology,38310,1832,1375,37007,2314,0.33060135557371534,25.07,0.17391304347826086,Friday,6,0.19606854838709675,Positive,Macro,True,False,3,16
POST_00613,2025-02-28 08:13:00,Facebook,Video,Travel,1339,252,838,30792,345,0.1777387876748546,2.72,0.34782608695652173,Friday,18,0.27419354838709675,Negative,Mid-tier,True,True,0,16
POST_02086,2025-02-28 10:46:00,Facebook,Video,Travel,1330,113,228,58090,777,0.7905169927414316,0.42,0.43478260869565216,Friday,8,0.19909274193548385,Neutral,Macro,False,True,0,16
POST_00424,2025-02-28 10:59:00,Facebook,Live,Entertainment,2802,5,695,65863,459,0.5843408002050987,1.2,0.43478260869565216,Friday,0,0.27419354838709675,Positive,Macro,False,False,0,5
POST_03653,2025-02-28 11:40:00,TikTok,Stitch,Gaming,46624,272,2651,380796,2480,0.7552075822397412,13.12,0.4782608695652174,Friday,9,0.12651209677419353,Positive,Macro,False,False,3,12
POST_03341,2025-02-28 12:16:00,TikTok,Stitch,Food,9607,1999,1168,136003,1736,0.7757274591805671,3.29,0.5217391304347826,Friday,25,0.2711693548387097,Positive,Macro,True,False,3,12
POST_01331,2025-02-28 12:28:00,Facebook,Live,Sports,4861,152,472,68325,708,0.8159480203175825,1.34,0.5217391304347826,Friday,28,0.16733870967741934,Neutral,Macro,True,False,0,5
POST_00249,2025-02-28 13:21:00,YouTube,Community Post,Food,17484,406,1393,540707,2269,0.4030087807848227,9.56,0.5652173913043478,Friday,7,0.05493951612903226,Positive,Macro,False,False,5,2
POST_00224,2025-02-28 20:36:00,Twitter,Retweet,Sports,1954,54,988,50855,451,0.009622009646044642,56.03,0.8695652173913043,Friday,3,0.6880040322580645,Positive,Nano,True,True,4,10
POST_04159,2025-02-28 20:52:00,YouTube,Community Post,Lifestyle,9661,765,665,736002,375,0.11866477591373041,18.55,0.8695652173913043,Friday,27,0.05695564516129032,Neutral,Mid-tier,True,False,5,2
POST_04654,2025-03-01 04:00:00,TikTok,Video,Health,2053,877,3313,262654,945,0.23676673236231957,5.26,0.17391304347826086,Saturday,26,0.003024193548387096,Positive,Macro,True,False,3,16
POST_00497,2025-03-01 05:12:00,Facebook,Post,Lifestyle,4748,3,557,24911,427,0.2609499431171786,4.06,0.21739130434782608,Saturday,5,0.859375,Negative,Macro,True,False,0,8
POST_02965,2025-03-01 05:44:00,TikTok,Video,Technology,5330,1154,2083,435818,1596,0.36403002772036086,4.7,0.21739130434782608,Saturday,14,0.07157258064516128,Neutral,Macro,True,True,3,16
POST_02407,2025-03-01 11:50:00,Twitter,Retweet,Entertainment,247,18,1613,41533,184,0.9984857953179831,0.38,0.4782608695652174,Saturday,22,0.3482862903225806,Neutral,Macro,True,False,4,10
POST_04198,2025-03-01 12:47:00,Twitter,Tweet,Entertainment,590,62,821,45944,74,0.10904877501642393,2.68,0.5217391304347826,Saturday,4,0.06350806451612903,Neutral,Mid-tier,True,False,4,15
POST_04994,2025-03-01 23:19:00,Facebook,Video,Health,1357,250,158,61752,452,0.788792481853579,0.45,1.0,Saturday,9,0.03477822580645161,Positive,Macro,False,True,0,16
POST_04714,2025-03-02 04:48:00,TikTok,Duet,Education,11552,1038,3377,432797,1467,0.4845855565703665,6.58,0.17391304347826086,Sunday,7,0.08820564516129031,Positive,Macro,True,False,3,4
POST_02629,2025-03-02 05:10:00,Facebook,Story,Fashion,4000,114,457,14427,329,0.12380425900110563,7.33,0.21739130434782608,Sunday,7,0.05342741935483871,Positive,Mid-tier,False,False,0,13
POST_01067,2025-03-02 13:09:00,Instagram,Story,Travel,155,262,197,43652,986,0.6697351343556219,0.18,0.5652173913043478,Sunday,23,0.18699596774193547,Negative,Macro,True,False,1,13
POST_01668,2025-03-02 19:41:00,YouTube,Short,Lifestyle,16273,111,107,199511,3590,0.937939640116009,3.52,0.8260869565217391,Sunday,17,0.09475806451612903,Negative,Macro,True,True,5,11
POST_04235,2025-03-02 20:18:00,Instagram,Reel,Food,3818,229,149,30584,801,0.22409027544104218,3.73,0.8695652173913043,Sunday,14,0.24143145161290322,Negative,Macro,True,False,1,9
POST_01102,2025-03-03 09:09:00,YouTube,Community Post,Food,17174,308,1095,589345,4901,0.8441410693970423,4.4,0.3913043478260869,Monday,4,0.24949596774193544,Neutral,Macro,True,False,5,2
POST_02983,2025-03-04 00:35:00,LinkedIn,Post,Technology,1245,118,446,23176,14,0.6354331907256967,0.57,0.0,Tuesday,29,0.923891129032258,Neutral,Macro,False,False,2,8
POST_03019,2025-03-04 05:48:00,Instagram,Story,Education,5246,488,238,45239,300,0.6573390857087921,1.82,0.21739130434782608,Tuesday,17,0.5257056451612903,Negative,Macro,True,False,1,13
POST_00717,2025-03-04 05:52:00,TikTok,Duet,Lifestyle,25866,1668,3677,288374,2346,0.22015053918505348,28.26,0.21739130434782608,Tuesday,7,0.07610887096774194,Negative,Macro,True,False,3,4
POST_04550,2025-03-04 07:20:00,TikTok,Video,Fitness,40345,764,3142,116086,2506,0.5961019244019293,14.84,0.30434782608695654,Tuesday,19,0.1779233870967742,Positive,Macro,True,False,3,16
POST_01721,2025-03-04 12:24:00,Instagram,Photo,Travel,192,374,139,37849,446,0.5589037638802097,0.25,0.5217391304347826,Tuesday,5,0.07963709677419353,Positive,Macro,True,False,1,6
POST_04687,2025-03-04 17:31:00,Instagram,Carousel,Travel,452,420,68,13414,378,0.5912728933326925,0.32,0.7391304347826086,Tuesday,4,0.03679435483870968,Positive,Macro,True,False,1,1
POST_04454,2025-03-04 22:29:00,TikTok,Video,Entertainment,12918,1558,4132,327253,519,0.8425187072377383,4.42,0.9565217391304348,Tuesday,11,0.027721774193548383,Neutral,Macro,True,False,3,16
POST_04425,2025-03-05 04:20:00,Twitter,Retweet,Business,3675,17,1578,60056,449,0.5452799275745487,1.93,0.17391304347826086,Wednesday,15,0.8210685483870968,Neutral,Macro,False,False,4,10
POST_03003,2025-03-05 06:47:00,Twitter,Thread,Lifestyle,3353,32,1133,91935,442,0.10127345414924131,8.84,0.2608695652173913,Wednesday,7,0.05796370967741935,Positive,Mid-tier,True,False,4,14
POST_00011,2025-03-05 07:28:00,Instagram,Carousel,Entertainment,5642,404,81,6777,430,0.17478648912817063,6.98,0.30434782608695654,Wednesday,19,0.5942540322580645,Neutral,Mid-tier,False,False,1,1
POST_04925,2025-03-05 12:56:00,Instagram,Photo,Gaming,3482,438,124,19268,617,0.10854404012241826,7.39,0.5217391304347826,Wednesday,23,0.9047379032258064,Positive,Mid-tier,True,True,1,6
POST_00605,2025-03-05 14:21:00,Instagram,Reel,Entertainment,8589,244,59,24898,704,0.7191270489833198,2.47,0.6086956521739131,Wednesday,4,0.02570564516129032,Positive,Macro,True,False,1,9
POST_04825,2025-03-05 16:13:00,Facebook,Live,Technology,1219,92,842,78379,445,0.2935433991892195,1.46,0.6956521739130435,Wednesday,26,0.25856854838709675,Negative,Macro,True,True,0,5
POST_02234,2025-03-05 22:48:00,TikTok,Video,Technology,10794,723,198,117696,1979,0.5442003557179254,4.3,0.9565217391304348,Wednesday,14,0.23387096774193547,Neutral,Macro,False,False,3,16
POST_00252,2025-03-06 12:57:00,Twitter,Poll,Education,2674,230,1153,91945,491,0.3683983880530052,2.2,0.5217391304347826,Thursday,16,0.21975806451612903,Positive,Macro,True,False,4,7
POST_03087,2025-03-06 14:47:00,Twitter,Thread,Lifestyle,1923,130,1251,50577,358,0.8454169270457788,0.78,0.6086956521739131,Thursday,0,0.8256048387096774,Neutral,Macro,True,False,4,14
POST_00297,2025-03-06 15:06:00,TikTok,Video,Fitness,30428,1081,3101,449648,85,0.4421557788139531,15.64,0.6521739130434783,Thursday,4,0.19657258064516128,Positive,Macro,True,True,3,16
POST_03867,2025-03-06 17:28:00,Twitter,Tweet,Education,1127,27,1203,21096,426,0.921103126151677,0.51,0.7391304347826086,Thursday,25,0.813508064516129,Negative,Macro,True,False,4,15
POST_03413,2025-03-06 19:46:00,Instagram,Reel,Technology,368,47,160,44124,974,0.1623884375650948,0.7,0.8260869565217391,Thursday,24,0.07106854838709678,Positive,Mid-tier,True,False,1,9
POST_00206,2025-03-06 21:24:00,Instagram,Story,Fitness,4605,65,122,23746,555,0.3471154000224327,2.76,0.9130434782608695,Thursday,4,0.4440524193548387,Positive,Macro,True,False,1,13
POST_04702,2025-03-07 07:13:00,Instagram,Carousel,Lifestyle,8942,246,64,23984,706,0.14432413594193147,12.74,0.30434782608695654,Friday,29,0.3039314516129032,Positive,Mid-tier,True,False,1,1
POST_00272,2025-03-07 08:53:00,TikTok,Video,Sports,44753,379,3670,274693,1159,0.752619814449839,12.97,0.34782608695652173,Friday,24,0.2560483870967742,Neutral,Macro,True,False,3,16
POST_01195,2025-03-07 09:30:00,Instagram,Carousel,Sports,2465,396,297,11460,354,0.1108493967216267,5.65,0.3913043478260869,Friday,19,0.5967741935483871,Negative,Mid-tier,True,True,1,1
POST_04515,2025-03-07 15:35:00,Facebook,Post,Business,6554,338,482,26584,310,0.46976998509830314,3.14,0.6521739130434783,Friday,7,0.719758064516129,Positive,Macro,True,False,0,8
POST_03907,2025-03-07 15:46:00,Facebook,Video,Business,1359,116,540,26180,469,0.3072773958884135,1.31,0.6521739130434783,Friday,26,0.09375,Negative,Macro,False,False,0,16
POST_00551,2025-03-07 16:07:00,Facebook,Story,Entertainment,6657,339,726,77110,105,0.47899541732762907,3.22,0.6956521739130435,Friday,27,0.5110887096774194,Positive,Macro,False,False,0,13
POST_03583,2025-03-08 00:07:00,Twitter,Retweet,Business,3274,62,444,80720,219,0.923021919915397,0.82,0.0,Saturday,19,0.14616935483870966,Neutral,Macro,True,False,4,10
POST_01915,2025-03-08 00:33:00,Twitter,Retweet,Lifestyle,642,223,1980,49865,214,0.18767725808777583,3.02,0.0,Saturday,23,0.09979838709677419,Neutral,Mid-tier,True,False,4,10
POST_00006,2025-03-08 01:01:00,Instagram,Photo,Travel,296,222,32,23586,655,0.6547092566777228,0.17,0.043478260869565216,Saturday,13,0.03225806451612903,Positive,Macro,True,False,1,6
POST_03410,2025-03-08 03:52:00,Instagram,Photo,Health,232,228,165,38764,714,0.8161963819320932,0.15,0.13043478260869565,Saturday,20,0.4546370967741935,Positive,Macro,True,True,1,6
POST_02584,2025-03-08 09:39:00,Twitter,Thread,Fitness,874,108,1937,68562,456,0.5041280103831179,1.16,0.3913043478260869,Saturday,6,0.05897177419354838,Positive,Macro,True,False,4,14
POST_00014,2025-03-08 10:17:00,Instagram,Photo,Health,5746,225,287,23493,108,0.5604219743947187,2.23,0.43478260869565216,Saturday,4,0.19203629032258063,Positive,Macro,True,False,1,6
POST_04183,2025-03-08 16:39:00,LinkedIn,Post,Entertainment,110,60,44,14122,113,0.014675367334839528,2.72,0.6956521739130435,Saturday,2,0.33316532258064513,Positive,Nano,True,False,2,8
POST_03599,2025-03-08 18:20:00,Twitter,Tweet,Fashion,4555,241,553,86223,404,0.1547393004214136,6.88,0.7826086956521738,Saturday,23,0.48991935483870963,Neutral,Mid-tier,True,False,4,15
POST_04729,2025-03-09 05:17:00,LinkedIn,Post,Gaming,1106,50,310,11041,128,0.10949542533929403,2.66,0.21739130434782608,Sunday,16,0.6713709677419355,Neutral,Mid-tier,True,False,2,8
POST_00158,2025-03-09 08:02:00,TikTok,Duet,Technology,9717,1550,550,242225,2883,0.6886466695508662,3.43,0.34782608695652173,Sunday,3,0.03477822580645161,Positive,Macro,True,False,3,4
POST_03069,2025-03-09 08:03:00,Twitter,Retweet,Travel,36,64,1807,32734,43,0.09996554984056788,3.78,0.34782608695652173,Sunday,4,0.203125,Positive,Mid-tier,True,False,4,10
POST_01025,2025-03-09 11:44:00,YouTube,Short,Entertainment,10882,270,1700,146780,1276,0.558397026069958,4.6,0.4782608695652174,Sunday,10,0.03578629032258064,Positive,Macro,False,True,5,11
POST_03391,2025-03-09 15:43:00,Twitter,Poll,Business,1872,59,1041,6044,104,0.35962561489528755,1.65,0.6521739130434783,Sunday,3,0.9375,Positive,Macro,True,False,4,7
POST_03799,2025-03-09 17:28:00,Instagram,Carousel,Entertainment,1756,46,61,41834,598,0.9223729750516754,0.4,0.7391304347826086,Sunday,27,0.7258064516129032,Neutral,Macro,False,False,1,1
POST_04725,2025-03-09 21:56:00,Instagram,Reel,Gaming,5981,117,195,10109,952,0.2532547388998382,4.96,0.9130434782608695,Sunday,2,0.03679435483870968,Positive,Macro,True,False,1,9
POST_00116,2025-03-09 22:46:00,TikTok,Stitch,Technology,6977,884,3829,441587,2157,0.790310692368088,2.96,0.9565217391304348,Sunday,8,0.15574596774193547,Neutral,Macro,True,False,3,12
POST_02809,2025-03-10 19:00:00,Facebook,Video,Gaming,5643,145,586,55516,401,0.7574007755291706,1.68,0.8260869565217391,Monday,22,0.23891129032258063,Neutral,Macro,True,True,0,16
POST_04209,2025-03-10 23:15:00,Instagram,Carousel,Gaming,7468,436,148,27007,503,0.7430198368825011,2.17,1.0,Monday,25,0.3069556451612903,Positive,Macro,False,True,1,1
POST_03146,2025-03-10 23:57:00,Twitter,Retweet,Travel,1654,237,723,5076,203,0.6444943838228462,0.81,1.0,Monday,29,0.6990927419354839,Neutral,Macro,True,True,4,10
POST_02126,2025-03-11 04:16:00,LinkedIn,Poll,Fashion,1678,138,337,27186,285,0.5193902321780514,0.83,0.17391304347826086,Tuesday,17,0.1693548387096774,Positive,Macro,True,False,2,7
POST_02805,2025-03-11 19:11:00,Facebook,Video,Fashion,6046,343,157,33108,452,0.8689592046019005,1.51,0.8260869565217391,Tuesday,20,0.27318548387096775,Neutral,Macro,False,True,0,16
POST_04418,2025-03-11 22:09:00,Instagram,Carousel,Sports,4794,110,70,45233,201,0.05847113397106187,16.73,0.9565217391304348,Tuesday,9,0.329133064516129,Positive,Micro,True,True,1,1
POST_04472,2025-03-11 22:34:00,YouTube,Short,Gaming,5158,175,859,927489,144,0.045434152125494724,26.66,0.9565217391304348,Tuesday,8,0.10282258064516128,Positive,Micro,True,False,5,11
POST_03212,2025-03-11 22:48:00,LinkedIn,Document,Sports,457,68,127,13342,186,0.13121504911150636,0.99,0.9565217391304348,Tuesday,23,0.6638104838709677,Positive,Mid-tier,True,False,2,3
POST_00788,2025-03-12 05:44:00,Twitter,Retweet,Travel,1879,226,70,44148,450,0.4101591917832364,1.06,0.21739130434782608,Wednesday,21,0.7913306451612903,Neutral,Macro,True,False,4,10
POST_03052,2025-03-12 08:44:00,Facebook,Live,Lifestyle,3071,297,14,45033,264,0.16236440257014215,4.14,0.34782608695652173,Wednesday,6,0.011592741935483871,Positive,Mid-tier,True,False,0,5
POST_02728,2025-03-12 12:11:00,Instagram,Carousel,Gaming,6410,483,115,25312,485,0.3290531013155154,4.25,0.5217391304347826,Wednesday,20,0.7379032258064516,Neutral,Macro,True,False,1,1
POST_03991,2025-03-12 14:29:00,Instagram,Photo,Entertainment,6715,456,173,5632,734,0.6787662837090805,2.16,0.6086956521739131,Wednesday,15,0.08467741935483872,Neutral,Macro,True,True,1,6
POST_02136,2025-03-12 20:37:00,TikTok,Duet,Health,2944,1213,2753,222412,2720,0.07139595250684999,19.09,0.8695652173913043,Wednesday,22,0.1754032258064516,Neutral,Micro,True,False,3,4
POST_03336,2025-03-13 06:22:00,LinkedIn,Article,Lifestyle,1401,54,337,26204,22,0.11293843836626129,3.15,0.2608695652173913,Thursday,11,0.6496975806451613,Neutral,Mid-tier,True,True,2,0
POST_04223,2025-03-13 08:44:00,TikTok,Duet,Business,11567,17,2539,113715,2193,0.3355445528689772,8.4,0.34782608695652173,Thursday,24,0.1537298387096774,Negative,Macro,True,False,3,4
POST_03546,2025-03-13 09:36:00,Instagram,Reel,Fitness,6207,285,45,26476,304,0.08450103350478298,15.3,0.3913043478260869,Thursday,25,0.0,Neutral,Micro,True,False,1,9
POST_03139,2025-03-13 11:24:00,Facebook,Story,Business,2181,356,747,43850,216,0.13945304363152752,4.68,0.4782608695652174,Thursday,0,0.09526209677419353,Negative,Mid-tier,True,False,0,13
POST_04656,2025-03-13 12:09:00,Instagram,Story,Food,6529,30,122,30484,371,0.8864887275873673,1.51,0.5217391304347826,Thursday,3,0.8815524193548386,Negative,Macro,True,False,1,13
POST_02638,2025-03-13 17:04:00,TikTok,Duet,Fitness,19715,868,3571,325954,145,0.24382901504590687,19.75,0.7391304347826086,Thursday,22,0.19556451612903225,Positive,Macro,False,True,3,4
POST_01063,2025-03-13 17:31:00,TikTok,Duet,Health,3775,629,972,352364,2898,0.6083337339165826,1.77,0.7391304347826086,Thursday,11,0.20161290322580644,Positive,Macro,True,False,3,4
POST_02648,2025-03-13 19:54:00,Facebook,Video,Education,6797,209,868,2669,240,0.5661863673508629,2.78,0.8260869565217391,Thursday,27,0.022681451612903226,Negative,Macro,True,True,0,16
POST_04124,2025-03-14 03:14:00,YouTube,Community Post,Education,7108,546,906,84247,658,0.672583281257511,2.55,0.13043478260869565,Friday,22,0.6486895161290323,Positive,Macro,True,False,5,2
POST_04504,2025-03-14 05:34:00,Instagram,Reel,Travel,2571,172,187,19586,28,0.8210915092374499,0.71,0.21739130434782608,Friday,28,0.0594758064516129,Neutral,Macro,True,False,1,9
POST_01315,2025-03-14 05:39:00,Facebook,Post,Gaming,4782,99,792,47315,34,0.9883750741079013,1.15,0.21739130434782608,Friday,21,0.9223790322580645,Negative,Macro,True,False,0,8
POST_03251,2025-03-14 06:54:00,Facebook,Live,Technology,7760,261,242,61461,352,0.9282915925587657,1.78,0.2608695652173913,Friday,9,0.21068548387096772,Neutral,Macro,True,False,0,5
POST_04149,2025-03-14 07:39:00,LinkedIn,Post,Lifestyle,268,53,101,5220,114,0.18648151708888144,0.45,0.30434782608695654,Friday,26,0.32762096774193544,Neutral,Mid-tier,True,True,2,8
POST_04828,2025-03-14 10:48:00,Instagram,Photo,Fashion,3360,77,73,37943,526,0.08059334390873113,8.61,0.43478260869565216,Friday,1,0.5786290322580645,Neutral,Micro,True,False,1,6
